S-1	S-10	S-11	S-12	S-17	S-18	S-19	S-2	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-3	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-4	S-40	S-5	S-6	S-7	S-8	S-9	taxonomy
0	0	0	0	1	0	1	0	0	5	2	2	0	0	0	0	4	0	6	0	1	2	2	8	0	0	0	1	3	3	0	3	1	11	2	0	Chloroflexi; Dehalococcoidia; S085
3	0	7	0	2	3	0	0	0	0	5	0	0	1	0	0	0	8	0	1	0	11	0	1	0	0	3	2	0	2	0	0	0	0	6	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas
0	6	0	0	0	0	0	0	9	0	0	4	7	11	4	2	0	0	0	0	0	0	6	0	5	2	0	0	0	0	0	0	0	0	0	1	Planctomycetota; Phycisphaerae; MSBL9; 4572-13
0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	1	0	11	4	7	0	1	0	0	1	2	0	7	0	0	0	2	11	0	Gemmatimonadota; BD2-11 terrestrial group
11	1	2	1	2	5	0	0	0	7	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	9	0	0	0	0	5	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae
0	2	10	2	1	3	0	0	0	1	3	4	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	11	Campilobacterota; Campylobacteria; Campylobacterales; Arcobacteraceae
0	0	0	0	1	2	0	0	1	4	4	0	0	0	0	0	0	2	4	1	9	1	0	4	0	0	11	10	0	0	0	0	0	0	4	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
0	0	0	0	0	0	5	0	1	0	11	2	0	1	0	5	3	0	1	0	1	1	1	0	0	0	0	0	9	2	1	2	1	10	1	0	Dadabacteria; Dadabacteriia; Dadabacteriales
0	0	0	0	2	2	5	0	1	4	1	0	1	0	0	2	2	0	0	0	1	11	0	1	0	1	0	0	1	6	0	1	0	9	4	0	Proteobacteria; Alphaproteobacteria; Rhizobiales
0	0	0	0	0	3	11	0	0	9	0	0	0	0	0	0	7	0	1	0	1	10	0	0	0	0	0	0	0	3	0	1	0	11	0	0	Proteobacteria; Gammaproteobacteria
1	11	0	2	0	1	2	2	3	0	0	5	0	2	5	2	0	1	1	0	0	0	0	0	1	1	0	0	0	4	0	2	2	0	1	4	Bacteroidota; Kryptonia; Kryptoniales; MSB-3C8
1	1	0	0	0	0	1	0	3	0	1	10	9	2	11	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	9	Planctomycetota; Phycisphaerae; MSBL9; SG8-4
0	11	0	0	0	0	0	0	10	0	0	6	7	5	2	2	0	0	1	0	0	0	2	0	1	3	0	0	0	0	0	0	2	0	0	4	Proteobacteria; Gammaproteobacteria; Steroidobacterales; Woeseiaceae; Woeseia
0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Firmicutes; Bacilli; Haloplasmatales; Haloplasmataceae; Haloplasma
0	0	11	1	3	4	1	1	0	1	6	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	9	0	0	1	3	7	0	Proteobacteria; Gammaproteobacteria; Ga0077536
3	11	0	0	0	0	0	0	9	0	0	2	0	3	2	5	0	0	0	0	1	0	2	0	2	1	0	0	0	0	0	2	8	0	0	3	Gemmatimonadota; BD2-11 terrestrial group
0	4	0	0	0	0	0	0	8	0	0	3	11	7	5	3	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	6	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
7	2	0	1	0	0	0	4	2	0	1	3	1	1	3	4	0	0	0	0	1	0	2	0	0	0	0	0	0	7	0	0	11	0	0	1	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae
0	1	6	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	2	1	0	9	0	0	11	0	0	3	0	0	0	1	2	0	Gemmatimonadota; BD2-11 terrestrial group
0	0	0	0	0	0	8	0	2	0	9	0	0	0	0	4	7	0	0	0	1	0	0	0	1	0	0	0	11	1	0	2	1	4	1	1	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	0	6	0	0	3	7	0	0	0	0	0	7	0	9	0	0	0	0	1	0	0	0	0	0	3	0	1	0	5	11	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
9	6	0	0	0	0	0	11	3	0	0	4	1	3	1	2	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	Bacteroidota; Bacteroidia
2	0	1	0	5	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	4	6	1	0	0	0	2	0	0	3	0	0	0	9	11	0	Verrucomicrobiota; Verrucomicrobiae; Opitutales; Puniceicoccaceae
1	0	0	0	1	2	5	0	0	0	0	4	0	0	2	0	0	0	0	0	0	2	2	1	0	0	0	1	5	2	0	5	3	11	0	5	Proteobacteria; Alphaproteobacteria; Rhizobiales
0	10	0	0	0	0	0	0	11	0	1	0	0	2	5	3	0	0	3	0	0	0	3	0	6	6	0	0	0	0	0	0	2	0	0	0	Gemmatimonadota; BD2-11 terrestrial group
0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Acidithiobacillales; Acidithiobacillaceae; RCP1-48
0	0	0	0	1	2	4	0	0	0	11	2	1	0	3	3	1	0	2	0	1	1	0	0	1	0	2	0	3	2	0	2	2	7	0	1	Actinobacteriota; Thermoleophilia; Solirubrobacterales
7	0	1	0	1	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	1	9	0	1	9	2	0	1	Proteobacteria; Alphaproteobacteria; Sneathiellales; Sneathiellaceae; Sneathiella
1	0	0	0	0	0	4	0	1	0	2	0	0	0	0	7	2	0	0	0	0	0	3	0	0	0	0	0	11	2	2	7	3	4	1	1	MBNT15
0	0	0	0	2	1	2	0	0	6	2	0	2	0	0	0	2	0	6	0	0	1	0	2	0	0	0	0	1	11	0	2	3	8	0	0	Verrucomicrobiota; Verrucomicrobiae
0	0	0	0	1	0	0	0	1	11	2	0	0	0	0	0	1	0	4	0	2	0	0	11	0	0	0	1	0	3	0	0	0	7	7	0	Proteobacteria; Gammaproteobacteria
11	0	8	3	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Rhodopirellula
3	4	0	0	0	0	0	0	4	0	1	2	2	1	7	5	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	11	1	0	4	Proteobacteria; Gammaproteobacteria; Burkholderialesitrosomonadaceaeitrosomonas
1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	11	2	5	1	0	0	8	0	0	5	1	0	4	0	2	0	5	0	0	Actinobacteriota; Actinobacteria; Micrococcales
1	1	0	0	0	0	0	4	11	0	0	0	6	8	0	1	0	1	1	0	0	0	0	0	3	9	0	0	0	1	0	0	0	0	0	1	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae
0	0	0	0	11	2	2	0	1	8	1	0	0	0	0	0	2	0	2	0	0	3	0	3	0	0	0	0	3	0	0	3	0	8	0	0	Acidobacteriota; Acidobacteriae; PAUC26f
0	0	2	2	3	2	0	2	0	1	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Desulfobacterota; Desulfobulbia; Desulfobulbales
0	0	0	0	6	10	0	0	0	1	1	0	0	0	0	0	0	0	10	0	3	0	0	1	0	0	11	0	0	3	0	0	0	0	0	0	Acidobacteriota; Subgroup 22
11	2	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	7	0	2	5	0	1	6	0	0	3	0	1	1	Proteobacteria; Alphaproteobacteria
0	1	0	0	2	0	0	0	0	8	2	0	0	0	0	0	11	0	0	0	0	2	0	10	0	1	0	0	1	2	0	0	2	5	0	0	Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; OM27 clade
0	0	6	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	Actinobacteriota; Actinobacteria
1	3	0	0	0	0	0	0	2	1	0	6	0	1	11	1	0	0	0	0	0	0	5	1	0	3	0	0	0	0	0	2	5	0	0	4	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
0	1	0	0	3	0	5	0	1	4	0	1	1	0	1	1	7	0	0	0	0	5	0	1	0	0	0	0	0	3	0	0	1	11	0	0	Patescibacteria; Parcubacteria; Candidatus Kaiserbacteria
0	0	0	0	5	0	11	0	0	3	2	0	0	0	0	0	3	0	2	2	0	1	0	3	0	0	0	0	1	1	0	4	0	2	5	0	Acidobacteriota; Acidobacteriae; PAUC26f
0	0	0	0	6	3	1	0	0	4	0	0	0	0	0	0	0	0	6	1	0	1	1	11	0	0	0	9	0	0	0	0	0	3	1	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
0	0	0	0	2	4	7	0	0	0	11	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	3	5	2	0	Proteobacteria; Alphaproteobacteria
1	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	0	7	0	1	1	10	0	0	Gemmatimonadota; BD2-11 terrestrial group
1	0	0	0	11	2	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	2	0	4	7	3	0	0	Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae
0	3	0	0	0	0	0	0	9	0	0	3	1	2	0	5	0	0	0	0	0	0	4	0	7	11	0	0	0	0	0	0	1	0	0	0	Deinococcota; Deinococci; Deinococcales; Trueperaceae; Truepera
0	3	0	0	0	0	0	1	2	0	0	1	4	1	6	1	0	0	1	0	0	0	8	0	0	0	0	0	11	0	0	0	1	0	0	6	Bacteroidota; Bacteroidia; Bacteroidales; Marinifilaceae; Marinifilum
0	0	0	1	1	8	0	0	0	2	1	0	0	0	0	0	0	2	1	3	3	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	Chloroflexi; Dehalococcoidia; S085
0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	11	1	5	0	0	2	0	0	2	10	0	0	0	0	0	1	3	0	Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; Candidatus Entotheonella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	5	3	2	1	1	5	11	0	10	0	0	1	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
9	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Bacteroidales; Prolixibacteraceae; Tangfeifania
1	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	1	1	2	0	8	5	3	0	0	Acidobacteriota
0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	8	0	0	11	0	0	0	2	8	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	0	3	0	0	2	6	0	0	0	0	0	5	0	2	0	2	0	0	11	0	0	0	3	0	2	0	5	0	2	2	0	Bacteroidota; Bacteroidia; Chitinophagales
11	2	0	0	0	0	0	11	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	5	Bacteroidota; Bacteroidia
0	0	0	0	0	0	0	0	0	0	11	2	2	0	3	0	0	6	0	0	0	0	5	0	1	0	0	0	2	0	0	0	1	0	0	1	Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Clostridiisalibacter
0	0	0	0	1	11	3	2	0	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	3	0	0	1	Myxococcota; Polyangia; Polyangiales
2	5	0	0	0	0	0	3	4	0	0	2	1	1	1	0	1	0	0	0	0	0	3	0	11	2	0	0	1	3	0	1	0	0	0	2	Proteobacteria; Gammaproteobacteria; BD7-8
0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	11	4	0	2	2	4	0	0	Proteobacteria; Alphaproteobacteria; Caulobacterales; Parvularculaceae; Amphiplicatus
1	0	11	9	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	Acidobacteriota; Acidobacteriae; PAUC26f
0	0	0	0	3	4	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	11	0	0	0	8	0	1	0	0	0	4	1	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	10	11	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	Actinobacteriota; Actinobacteriaitriliruptoralesitriliruptoraceae; YC-ZSS-LKJ90
0	8	0	0	0	0	0	0	1	0	0	0	1	2	1	4	0	0	0	0	1	0	0	0	11	3	0	0	0	0	0	2	5	0	2	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
10	0	11	11	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family_4; Wenzhouxiangella
0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	Desulfobacterota; Desulfobulbia; Desulfobulbales
0	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	0	9	0	4	0	1	0	0	3	0	0	0	0	11	3	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae
0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	8	0	0	0	0	6	1	1	0	0	0	0	0	6	0	0	0	11	0	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassotalea
2	0	10	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Fusibacteraceae; Fusibacter
1	0	0	0	10	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	Proteobacteria; Gammaproteobacteria
9	0	0	0	7	2	5	0	0	0	4	2	0	0	0	1	5	0	0	0	2	5	10	1	0	0	1	0	9	4	0	2	7	7	10	1	Verrucomicrobiota; Verrucomicrobiae; Opitutales; Puniceicoccaceae; Coraliomargarita
5	1	10	7	9	5	1	0	0	3	2	1	0	0	0	3	1	0	2	0	2	2	2	0	1	0	0	0	0	10	0	0	4	6	8	1	Proteobacteria; Alphaproteobacteria
0	0	0	0	6	9	10	0	0	0	5	0	0	1	0	5	5	0	1	0	0	7	0	1	2	0	0	0	4	6	0	6	7	7	0	0	Acidobacteriota; Subgroup 21
1	4	1	1	3	5	0	2	3	1	3	0	1	1	1	0	0	1	1	0	1	0	4	10	2	3	0	5	0	2	0	1	3	2	2	0	Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14
5	1	0	0	1	0	0	0	3	5	4	2	2	3	3	2	1	0	1	0	0	1	3	8	6	2	1	10	0	1	0	1	5	0	0	1	Proteobacteria; Gammaproteobacteria
5	0	3	10	6	0	2	0	2	2	5	0	0	0	2	0	3	0	0	0	1	9	0	0	0	0	1	0	0	4	0	2	5	4	3	0	Proteobacteria; Alphaproteobacteria
3	0	4	10	9	8	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	Proteobacteria; Gammaproteobacteria
1	0	10	0	2	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Marinoscillum
1	1	0	0	0	2	0	2	5	0	1	8	3	6	10	4	0	0	0	0	0	0	9	0	0	1	0	0	0	4	0	1	4	0	0	5	Proteobacteria; Alphaproteobacteria
10	1	0	0	0	0	0	5	2	0	1	2	0	2	1	2	0	0	2	0	0	0	3	0	4	3	0	0	0	9	0	1	9	0	1	6	Proteobacteria; Gammaproteobacteria; EPR3968-O8a-Bc78
6	2	0	0	2	2	0	3	0	1	3	0	0	0	0	3	0	0	0	0	4	0	0	10	2	0	5	1	1	0	1	2	7	2	4	4	Gemmatimonadota; BD2-11 terrestrial group
0	0	0	0	9	5	3	0	1	10	3	0	0	0	0	0	1	0	6	0	0	4	0	10	0	0	0	0	0	5	0	1	1	7	0	0	Acidobacteriota; Vicinamibacteria; Subgroup 17
10	3	4	1	1	0	0	9	6	0	2	1	6	0	0	0	0	1	0	0	0	0	2	0	1	5	0	0	0	4	0	1	1	0	1	1	Proteobacteria; Alphaproteobacteria
1	10	0	0	0	0	0	0	5	0	1	5	2	3	4	3	0	1	1	0	0	0	4	3	6	6	1	0	2	1	0	1	2	1	0	1	Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; DEV007
7	9	0	0	0	0	0	10	0	0	4	4	1	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	7	0	0	6	0	0	2	Verrucomicrobiota; Verrucomicrobiae; Opitutales; Puniceicoccaceae; Verruc-01
1	0	0	0	0	0	5	0	2	1	6	0	1	0	0	2	1	0	3	0	0	8	0	10	0	0	0	0	0	7	0	6	1	9	0	0	Proteobacteria
1	0	0	0	0	0	5	0	2	0	1	9	1	0	5	0	10	0	0	0	0	0	4	0	2	0	0	0	0	0	0	7	7	0	1	8	Nitrospirotaitrospiriaitrospiralesitrospiraceaeitrospira
0	10	0	0	0	0	0	0	1	0	0	4	1	1	4	1	1	0	1	0	0	4	4	0	5	0	0	0	4	0	0	6	4	1	0	10	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
0	10	0	0	0	0	0	1	2	0	3	6	1	0	7	2	0	1	4	0	3	0	9	0	7	2	0	0	0	0	0	1	1	1	0	1	Desulfobacterota; Desulfuromonadia
10	0	5	3	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
4	3	0	0	5	2	1	0	2	1	0	3	1	5	0	10	1	2	0	0	2	2	2	0	0	0	0	0	4	5	0	0	4	0	0	2	Bacteroidota; Bacteroidia
0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	2	8	1	3	1	1	0	3	0	0	10	2	0	1	0	0	0	5	1	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Marinobacteraceae; Marinobacter
3	0	1	1	1	1	4	0	0	3	6	0	0	0	0	4	4	0	0	0	1	4	0	2	0	0	5	1	0	2	0	1	10	1	4	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
0	0	0	0	5	1	2	0	1	3	5	0	0	0	0	0	0	0	1	0	10	0	0	3	0	0	7	2	0	2	0	0	0	2	6	0	Chloroflexi; Dehalococcoidia; SAR202 clade
10	0	1	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	Gemmatimonadota; BD2-11 terrestrial group
3	0	0	0	0	0	0	3	9	0	0	6	4	4	8	2	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	10	Bacteroidota; Bacteroidia
2	0	4	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria
2	0	0	0	0	0	4	2	1	4	3	0	1	0	0	0	6	0	2	0	0	10	0	4	1	1	0	0	5	3	0	2	2	3	0	0	Planctomycetota; Planctomycetes; Planctomycetales
3	10	1	0	0	0	0	0	7	0	4	3	0	2	2	9	0	0	0	0	5	0	0	0	5	0	1	0	0	0	0	2	1	0	0	2	Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; DEV007
2	0	0	0	8	0	5	0	0	0	4	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	6	0	10	5	8	0	0	Myxococcota; Polyangia; Polyangiales; Eel-36e1D6
0	0	0	0	5	3	5	0	5	0	9	0	0	0	0	4	2	1	10	0	0	3	0	0	0	0	0	0	0	3	0	1	0	4	1	0	Proteobacteria; Gammaproteobacteria
10	4	0	0	0	0	0	6	4	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Sediminispirochaeta
5	0	0	0	1	3	2	0	0	2	3	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1	3	0	10	3	5	0	0	Myxococcota; Polyangiaannocystalesannocystaceae
1	0	0	0	1	0	8	0	1	10	5	0	0	0	0	1	3	0	4	0	0	0	0	0	1	0	0	0	1	3	0	5	2	9	0	0	Proteobacteria; Alphaproteobacteria
1	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	Gemmatimonadota; BD2-11 terrestrial group
2	0	1	0	8	3	0	0	1	2	3	0	0	0	0	0	3	0	10	2	0	2	0	2	0	0	0	5	1	4	0	0	0	2	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales Incertae Sedis; Bauldia
1	0	5	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas
1	1	0	0	1	0	0	0	1	4	0	1	1	0	0	0	1	1	6	1	0	0	0	9	3	1	3	3	0	0	10	1	0	0	0	0	Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
4	1	0	0	2	0	1	1	3	0	2	10	3	6	5	1	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	3	0	4	Gemmatimonadota; MD2902-B12
2	0	3	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	10	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae
0	2	0	0	0	0	0	0	10	0	0	7	10	2	5	1	0	0	1	0	0	0	10	0	1	2	0	0	0	0	0	0	0	0	0	2	Desulfobacterota; Desulfobacteria; Desulfobacterales
2	0	0	0	0	0	3	0	0	0	7	1	0	1	0	0	6	0	0	0	1	1	0	3	0	0	0	0	10	1	0	4	8	2	0	0	Chloroflexi; KD4-96
2	0	0	0	5	2	1	2	0	10	2	0	0	0	0	0	1	0	2	1	0	3	0	0	0	0	0	2	1	2	0	0	0	3	2	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
1	0	0	0	4	1	0	0	0	5	3	0	0	0	0	0	4	0	2	0	4	0	0	1	0	0	1	0	0	6	0	0	5	4	10	0	Proteobacteria; Gammaproteobacteria; EPR3968-O8a-Bc78
1	0	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Cytophagales
0	7	0	0	0	0	2	0	8	0	0	3	0	1	9	1	1	0	4	0	0	0	1	0	10	2	0	0	0	0	1	0	0	0	0	1	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
0	4	0	0	0	0	0	0	4	0	0	5	3	7	1	5	0	0	3	0	1	0	1	0	4	10	0	0	0	1	0	0	0	0	0	1	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	1	0	4	6	0	0	0	3	1	0	0	0	0	0	0	0	2	1	5	0	0	10	0	0	9	8	0	0	0	0	0	0	2	0	Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14
0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	0	Chloroflexi
0	0	0	0	3	10	8	0	0	0	7	0	0	0	0	2	7	0	0	0	0	3	0	0	0	0	0	0	1	4	0	3	0	2	2	0	Myxococcota; Polyangia; Polyangiales; BIrii41
0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	1	10	0	9	0	0	3	0	0	0	0	0	1	0	3	0	5	0	9	0	0	Bacteroidota; Bacteroidia
0	5	0	0	0	0	0	3	8	0	0	2	10	5	2	4	0	0	0	0	0	0	0	0	7	3	0	0	0	2	0	0	0	0	0	0	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Gemmatimonadota; BD2-11 terrestrial group
0	5	0	0	0	0	0	0	6	0	0	4	5	4	10	2	0	1	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	3	Proteobacteria; Gammaproteobacteria
6	1	0	0	6	2	2	2	0	0	10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	2	3	8	0	1	Proteobacteria; Gammaproteobacteria; B2M28
1	0	0	0	0	1	7	0	0	9	2	0	0	0	0	0	9	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	1	0	NB1-j
1	3	0	0	0	0	3	3	0	0	0	2	2	0	0	3	0	0	0	0	0	0	1	0	5	1	2	0	1	0	0	10	2	0	0	10	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	1	0	10	0	0	1	0	0	0	0	0	0	1	1	0	Bacteroidota; Bacteroidia; Cytophagales
3	1	0	0	1	0	2	0	2	4	1	1	1	0	4	1	0	0	0	0	0	2	1	1	1	0	0	0	3	0	0	3	10	1	2	3	Proteobacteria; Alphaproteobacteria; Rhizobiales
1	0	1	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	1	0	0	0	1	10	0	NB1-j
1	1	10	1	2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	7	0	2	2	0	1	0	8	2	0	Verrucomicrobiota; Verrucomicrobiae; Opitutales; Puniceicoccaceae; Lentimonas
1	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	6	2	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	Proteobacteria; Alphaproteobacteria; Puniceispirillales; Puniceispirillales Incertae Sedis; Constrictibacter
